employee_id,first_name,last_name,gender,date_of_birth,national_id_type,national_id,email,phone,hire_date,termination_date,employment_status,contract_type,fte,job_title,job_level,department,manager_id,salary,currency,salary_period,bonus,salary_grade,city,country,work_mode,office_id,performance_rating,vacation_days_total,vacation_days_used,education_level,skills,languages,last_promotion_date,projects_count,emergency_contact,is_remote_eligible,tenure_years,age,annual_salary,annual_salary_usd
196,Jan,Nowak,M,1986-07-06,PESEL,86070654149,jan.nowak@globalcorp.com,+48 662 525 808,2014-02-18,2024-11-15,Terminated,Internship,1.0,Compliance Officer,senior,Legal,330.0,142728.89,PLN,Annual,10060.58,P3,Wroclaw,Poland,Remote,103,3,26,23,Master,"Figma, Scrum","Polish, English, Spanish, Portuguese",2018-07-21,3,Patryk +48 730 327 723,False,10.74,38,152789.47,38197.37
197,Jean,Bernard,M,1991-05-18,INSEE,1 91 05 18 67 655 5,jean.bernard@globalcorp.com,+33 7 19 49 90 54,2020-02-18,,Active,Permanent,1.0,System Administrator,mid,IT,32.0,5388.9,EUR,Monthly,0.0,P2,Rennes,France,Hybrid,83,1,20,15,Master,"SAP, Java, Oracle",French,2022-08-13,1,Charlotte +33 7 93 01 73 18,True,,34,64666.8,69840.14
198,Sebastian,Walker,M,1987-11-07,SSN,071-81-7580,sebastian.walker@globalcorp.com,+1 (598) 447-6028,2012-04-10,,Active,Fixed-term,1.0,DevOps Engineer,mid,IT,299.0,8647.84,USD,Monthly,0.0,P2,Houston,USA,Hybrid,45,3,26,7,Master,"Lean Six Sigma, Figma, SAP, PMP","English, Spanish",2014-07-02,4,Chloe +1 (305) 769-6740,False,,37,103774.08,103774.08
199,Grzegorz,Adamczyk,M,1979-02-21,PESEL,79022119395,grzegorz.adamczyk@globalcorp.com,+48 666 267 359,2002-11-30,,Active,Permanent,1.0,Operations Manager,manager,Operations,,25589.6,PLN,Monthly,0.0,P5,Krakow,Poland,On-site,49,5,26,4,Master,"Java, Docker, Python, AWS","Polish, English",2006-10-01,6,Zofia +48 791 976 904,False,,46,307075.2,76768.8
200,Lena,Becker,F,1973-12-30,Steuer-ID,60 482 942 356,lena.becker@globalcorp.com,+49 170 8592404,1993-07-31,,Probation,Permanent,1.0,Graphic Designer,mid,Marketing,222.0,5220.9,EUR,Monthly,9986.23,P2,Dresden,Germany,On-site,32,3,26,19,Master,"Jira, React, ITIL, Kubernetes, Azure","German, English, Polish",,3,Laura +49 381 5902728,True,,51,72637.03,78447.99
201,Elena,Conti,F,1966-07-10,Codice Fiscale,CNTLNE66L50934A,elena.conti@globalcorp.com,+39 363 4487787,2014-04-29,,Active,Permanent,1.0,HR Manager,manager,HR,,11647.65,EUR,Monthly,18252.08,P5,Palermo,Italy,Hybrid,76,3,26,10,PhD,"Tableau, Docker, Power BI, Negotiation, React","Italian, English, Hindi",2018-07-30,3,Irene +39 391 2048287,True,,58,158023.88,170665.79
202,Ira,Chatterjee,F,2003-10-12,Aadhaar,2951 9366 0263,ira.chatterjee@globalcorp.com,+91 70290 18504,2021-12-01,,On Leave,Permanent,1.0,Social Media Manager,manager,Marketing,,413995.47,INR,Monthly,115254.15,P5,Jaipur,India,On-site,47,3,20,20,Master,"Lean Six Sigma, Figma, AWS, Photoshop, ITIL",Hindi,,4,Arnav +91 72537 82717,False,,21,5083199.79,60998.4
203,Charlotte,Green,F,1968-09-02,NINO,AW 11 51 65 C,charlotte.green@globalcorp.com,+44 7913 410564,2005-06-20,,Active,Fixed-term,1.0,Treasury Specialist,mid,Finance,232.0,5802.68,GBP,Monthly,0.0,P2,Edinburgh,UK,Hybrid,34,3,26,17,Master,"Financial Analysis, Azure, AutoCAD",English,2013-03-27,2,Holly +44 7912 543334,True,,56,69632.16,88432.84
204,Franciszek,Witkowski,M,1999-06-22,PESEL,99062254179,franciszek.witkowski@globalcorp.com,+48 661 667 638,2020-08-16,,Active,Internship,1.0,SEO Specialist,mid,Marketing,222.0,8388.79,PLN,Monthly,11963.65,P2,Wroclaw,Poland,Hybrid,103,4,20,0,Bachelor,"Lean Six Sigma, Kubernetes, Oracle","Polish, English, Arabic",2024-10-25,3,Daniel +48 729 198 532,True,,26,112629.13,28157.28
205,Bianka,Grabowski,F,1986-04-14,PESEL,86041468049,bianka.grabowski@globalcorp.com,+48 731 322 348,2024-10-22,,Active,Permanent,0.8,HR Business Partner,senior,HR,69.0,83.75,PLN,Hourly,12408.06,P3,Wroclaw,Poland,On-site,103,3,20,5,Bachelor,"Project Management, AutoCAD","Polish, English",,2,Franciszek +48 729 616 556,True,,39,181248.06,45312.01
206,Pawel,Dabrowski,M,1987-03-19,PESEL,87031911321,pawel.dabrowski2@globalcorp.com,+48 518 697 579,2024-01-30,,Active,Internship,1.0,Account Manager,manager,Sales,,21441.03,PLN,Monthly,45057.21,P5,Poznan,Poland,Remote,81,3,20,15,Bachelor,"Jira, Java, Salesforce","Polish, English, Dutch",2025-02-11,1,Marek +48 723 288 747,False,,38,302349.57,75587.39
207,Artur,Dudek,M,1986-07-26,PESEL,86072621909,artur.dudek@globalcorp.com,+48 607 725 438,2021-09-04,,On Leave,Fixed-term,0.8,Copywriter,mid,Marketing,132.0,9158.15,PLN,Monthly,3027.19,P2,Katowice,Poland,Remote,48,3,20,14,Bachelor,"Scrum, AWS, Lean Six Sigma, Figma","Polish, English",2022-09-24,2,Weronika +48 604 716 378,True,,38,112924.99,28231.25
208,Daniel,Martín,M,1990-01-04,DNI,22035120Q,daniel.martin@globalcorp.com,+34 612 585861,2020-10-14,,On Leave,Fixed-term,0.8,DevOps Engineer,mid,IT,431.0,3893.34,EUR,Monthly,3767.02,P2,Granada,Spain,Remote,42,4,20,15,Master,"Salesforce, Financial Analysis, Oracle, Scrum","Spanish, English, Italian",,0,Sara +34 683 382389,True,,35,50487.1,54526.07
209,Karolina,Witkowski,F,1977-08-19,PESEL,77081914610,karolina.witkowski@globalcorp.com,+48 663 464 499,2011-11-04,,Probation,Permanent,1.0,Backend Developer,mid,IT,78.0,7009.59,PLN,Monthly,11056.87,P2,Krakow,Poland,On-site,49,4,26,6,High School,"Scrum, Power BI, Accounting","Polish, English",2021-03-04,2,Jan +48 515 727 926,True,,47,95171.95,23792.99
210,Maya,Walker,F,1963-03-02,NINO,LR 76 69 27 D,maya.walker@globalcorp.com,+44 7919 294381,1996-08-25,,Probation,Permanent,1.0,Operations Supervisor,lead,Operations,199.0,9518.5,GBP,Monthly,8095.35,P4,Newcastle,UK,Hybrid,73,4,26,6,Master,"Negotiation, Photoshop",English,2017-06-17,4,Henry +44 7916 779641,False,,62,122317.35,155343.03
211,Gabriel,García,Other,1979-07-15,DNI,58185207Z,gabriel.garcia@globalcorp.com,+34 617 608543,2002-03-12,,Active,Contractor,1.0,Bookkeeper,junior,Finance,373.0,31382.41,EUR,Annual,2035.26,P1,Barcelona,Spain,Remote,9,3,26,5,PhD,"AutoCAD, Java","Spanish, English, Dutch",2008-04-05,2,Pedro +34 614 687656,True,,45,33417.67,36091.08
212,Adrien,Petit,M,1989-01-06,INSEE,1 89 01 06 41 378 4,adrien.petit@globalcorp.com,+33 6 15 56 18 41,2024-11-26,,Active,Fixed-term,1.0,Legal Assistant,junior,Legal,161.0,30187.67,EUR,Annual,4336.98,P1,Nice,France,Hybrid,74,3,20,14,Master,"Python, Scrum, Negotiation, Excel",French,,2,Charlotte +33 7 50 23 43 82,False,,36,34524.65,37286.62
213,Lukasz,Wilk,M,1974-07-29,PESEL,74072945198,lukasz.wilk@globalcorp.com,+48 606 304 506,2005-03-30,2018-08-29,Terminated,Permanent,1.0,Key Account Manager,manager,Sales,,34000.66,PLN,Monthly,30638.5,P5,Katowice,Poland,Hybrid,48,4,26,0,High School,"React, Java","Polish, English",2012-10-23,4,Irena +48 608 992 923,True,13.42,50,438646.42,109661.6
214,Sem,Dijkstra,M,1995-08-29,BSN,235.257.801,sem.dijkstra@globalcorp.com,+31 6 34903743,2018-09-24,,Active,B2B,1.0,Process Engineer,mid,Operations,294.0,4101.54,EUR,Monthly,5973.53,P2,Breda,Netherlands,Hybrid,18,4,20,17,Bachelor,"Power BI, AWS, Salesforce, Oracle, React","Dutch, German",2022-11-14,2,Julia +31 6 46791098,True,,29,55192.01,59607.37
215,Pietro,Colombo,M,1983-04-28,Codice Fiscale,CLMPTR83D28185S,pietro.colombo@globalcorp.com,+39 350 9171397,2004-09-25,2024-05-26,Terminated,Permanent,0.8,IT Manager,manager,IT,,146962.2,EUR,Annual,15216.05,P5,Naples,Italy,Hybrid,71,3,26,7,Bachelor,"Power BI, React, Kubernetes","Italian, English, French",2009-09-08,3,Bianca +39 356 1242534,True,19.67,42,162178.25,175152.51
216,Sara,Ferrara,F,1973-07-01,Codice Fiscale,FRRSRA73L41918X,sara.ferrara@globalcorp.com,+39 391 5409419,2000-11-27,,Active,B2B,1.0,Frontend Developer,mid,IT,378.0,5051.58,EUR,Monthly,6660.28,P2,Naples,Italy,Hybrid,71,4,26,13,MBA,"ITIL, Excel, AWS","Italian, English",2008-02-12,3,Sofia +39 392 5743120,True,,51,67279.24,72661.58
217,Antoni,Nowicki,M,1986-09-30,PESEL,86093068754,antoni.nowicki@globalcorp.com,+48 790 835 837,2017-11-29,,Active,Permanent,0.8,Legal Assistant,junior,Legal,458.0,5141.13,PLN,Monthly,3537.82,P1,Krakow,Poland,Hybrid,49,3,20,5,Master,"SQL, Python, Negotiation, AutoCAD, Excel","Polish, English, Italian",2021-12-13,3,Oliwia +48 662 200 850,True,,38,65231.38,16307.84
218,Sandra,Adamczyk,F,1989-03-31,PESEL,89033181250,sandra.adamczyk@globalcorp.com,+48 601 494 416,2015-01-08,,Active,Contractor,0.8,Operations Analyst,mid,Operations,10.0,8223.81,PLN,Monthly,3926.05,P2,Warsaw,Poland,On-site,102,2,26,11,Master,"Python, Figma","Polish, English",,3,Agnieszka +48 733 291 530,False,,36,102611.77,25652.94
219,Oliver,Mitchell,M,1990-10-03,SSN,212-51-7032,oliver.mitchell@globalcorp.com,+1 (277) 259-6601,2018-07-24,,Active,Permanent,1.0,Logistics Coordinator,mid,Logistics,258.0,8901.78,USD,Monthly,0.0,P2,Chicago,USA,Remote,25,5,20,16,Master,"Photoshop, Kotlin, Figma, Power BI, Java",English,2023-07-16,3,Eleanor +1 (309) 996-6474,True,,34,106821.36,106821.36
220,Jürgen,Schmidt,M,1955-01-20,Steuer-ID,06 402 432 644,jurgen.schmidt@globalcorp.com,+49 241 8431497,1984-02-23,,Active,Permanent,0.5,Key Account Manager,manager,Sales,,16930.54,EUR,Monthly,14724.15,P5,Leipzig,Germany,Hybrid,52,2,26,5,Master,"Tableau, Jira","German, English, Italian",2005-05-05,1,Hans +49 42 8905706,False,,70,217890.63,235321.88
221,Hans,Wagner,M,1955-06-13,Steuer-ID,70 309 181 368,hans.wagner@globalcorp.com,+49 381 1766558,1977-09-20,,Active,Fixed-term,0.25,Legal Assistant,junior,Legal,39.0,47427.93,EUR,Annual,7521.86,P1,Hamburg,Germany,On-site,44,5,26,15,Master,"PMP, Photoshop, React, Docker, AutoCAD","German, English",,1,Niklas +49 351 7730908,True,,70,54949.79,59345.77
222,Ivy,Sanchez,F,1995-07-05,NINO,EG 83 27 08 D,ivy.sanchez@globalcorp.com,+44 7917 546486,2024-02-15,,Active,Permanent,1.0,Brand Manager,manager,Marketing,,9249.78,GBP,Monthly,0.0,P5,Manchester,UK,Hybrid,62,3,20,1,High School,"Salesforce, ITIL, Oracle, Photoshop, Figma",English,2025-03-23,3,Henry +44 7801 603266,True,,29,110997.36,140966.65
223,Irene,Martínez,F,1970-09-03,DNI,82143969K,irene.martinez@globalcorp.com,+34 638 969116,2004-07-31,,Active,Contractor,1.0,Key Account Manager,manager,Sales,,11059.46,EUR,Monthly,0.0,P5,Murcia,Spain,Hybrid,69,5,26,4,Bachelor,"Power BI, PMP, PRINCE2, Tableau, SAP","Spanish, English",2018-05-17,1,José +34 619 666568,True,,54,132713.52,143330.6
224,Ayush,Das,M,1995-03-27,Aadhaar,7710 0529 1961,ayush.das@globalcorp.com,+91 80140 17115,2017-08-30,,Active,Fixed-term,1.0,Compliance Officer,senior,Legal,390.0,180197.87,INR,Monthly,0.0,P3,Delhi,India,Hybrid,29,3,20,14,High School,"Power BI, Python, Salesforce, Kotlin","Hindi, English, Portuguese",2021-06-20,3,Meera +91 71710 38735,False,,30,2162374.44,25948.49
225,Andrea,Wagner,F,1996-09-16,Steuer-ID,03 335 116 929,andrea.wagner@globalcorp.com,+49 160 3301157,2017-10-17,,Active,Permanent,1.0,Logistics Manager,manager,Logistics,,12108.33,EUR,Monthly,0.0,P5,Munich,Germany,Remote,68,4,20,11,Master,"PMP, Figma, Accounting","German, English, Italian",2023-02-14,4,Susanne +49 41 7832483,True,,28,145299.96,156923.96
226,Penelope,Brown,F,1973-12-31,SSN,311-34-0904,penelope.brown@globalcorp.com,+1 (949) 704-9670,2014-01-13,,Active,Permanent,1.0,Logistics Manager,manager,Logistics,,25990.85,USD,Monthly,45351.55,P5,Atlanta,USA,Hybrid,6,4,26,16,PhD,"Docker, Scrum","English, Korean",,1,Caleb +1 (392) 283-9808,True,,51,357241.75,357241.75
227,Kamila,Szymanski,F,1974-01-12,PESEL,74011248043,kamila.szymanski@globalcorp.com,+48 608 654 314,2010-11-15,2023-04-04,Terminated,Contractor,1.0,Contract Specialist,mid,Legal,309.0,11601.96,PLN,Monthly,6639.46,P2,Warsaw,Poland,Hybrid,102,3,26,6,Master,"Figma, Jira, Kubernetes, Docker","Polish, English, Arabic, Dutch",2016-08-19,9,Michal +48 666 595 570,True,12.38,51,145862.98,36465.75
228,Anaïs,Lefebvre,F,1992-05-07,INSEE,2 92 05 07 64 242 1,anais.lefebvre@globalcorp.com,+33 6 18 12 44 33,2016-03-28,,Active,Fixed-term,1.0,Contract Specialist,mid,Legal,466.0,25.85,EUR,Hourly,1821.16,P2,Lyon,France,Remote,59,3,20,4,Master,"ITIL, Kubernetes, Java, Lean Six Sigma","French, English",2017-08-27,4,Augustin +33 7 39 76 79 33,True,,33,53934.76,58249.54
229,Julia,Martínez,F,1980-08-30,DNI,14016951S,julia.martinez@globalcorp.com,+34 619 921429,2023-08-22,,Active,Contractor,0.8,Dispatcher,junior,Logistics,110.0,1930.69,EUR,Monthly,3541.48,P1,Seville,Spain,Hybrid,89,1,20,8,PhD,"Lean Six Sigma, SAP, Oracle, PRINCE2","Spanish, English",2024-11-11,5,Emma +34 615 823536,True,,44,26709.76,28846.54
230,Andrzej,Kaminski,M,1997-02-07,PESEL,97020799151,andrzej.kaminski@globalcorp.com,+48 691 926 987,2024-06-21,,Active,Permanent,1.0,Legal Assistant,junior,Legal,466.0,4775.34,PLN,Monthly,0.0,P1,Warsaw,Poland,Hybrid,102,3,20,2,Bachelor,"Accounting, React","Polish, English",2025-06-23,2,Aleksander +48 731 411 104,False,,28,57304.08,14326.02
231,Marta,Zajac,F,2001-08-12,PESEL,01281274412,marta.zajac@globalcorp.com,+48 694 842 199,2020-10-11,,Active,Contractor,1.0,Machine Operator,junior,Operations,158.0,3883.33,PLN,Monthly,8811.7,P1,Krakow,Poland,On-site,49,5,20,18,High School,"Lean Six Sigma, Azure","Polish, English",,4,Daria +48 604 374 532,True,,23,55411.66,13852.92
232,Ellie,Taylor,F,1973-10-08,NINO,NB 62 90 61 C,ellie.taylor@globalcorp.com,+44 7921 533973,2013-06-07,,Active,Permanent,1.0,Accountant,senior,Finance,474.0,6405.97,GBP,Monthly,0.0,P3,London,UK,On-site,56,3,26,7,PhD,"SAP, Lean Six Sigma, AWS, Jira, AutoCAD","English, Dutch, Spanish",2020-10-06,3,Ella +44 7404 143547,False,,51,76871.64,97626.98
233,Kiara,Mehta,F,1976-06-28,Aadhaar,4963 0540 5220,kiara.mehta@globalcorp.com,+91 82084 16047,2024-07-06,,Active,Fixed-term,0.8,Contract Specialist,mid,Legal,224.0,76360.51,INR,Monthly,118231.41,P2,Bangalore,India,Hybrid,8,4,20,15,PhD,"AutoCAD, Accounting, Docker, ITIL","Hindi, English",,3,Shivam +91 75761 97078,True,,49,1034557.53,12414.69
234,Clara,Bernard,F,1985-02-20,INSEE,2 85 02 20 36 296 8,clara.bernard@globalcorp.com,+33 7 43 81 01 84,2014-01-20,,Active,Permanent,1.0,Bookkeeper,junior,Finance,151.0,45115.43,EUR,Annual,0.0,P1,Lille,France,Hybrid,53,3,26,4,Master,"Excel, Python","French, English, Russian",,1,Anna +33 7 89 91 06 65,False,,40,45115.43,48724.66
235,Grace,Moore,F,1963-07-05,SSN,065-43-2202,grace.moore@globalcorp.com,+1 (229) 334-1252,1982-11-01,,Active,Permanent,1.0,Data Analyst,mid,IT,109.0,9790.66,USD,Monthly,0.0,P2,Houston,USA,Hybrid,45,3,26,17,Bachelor,"Salesforce, ITIL, Jira, Python, Project Management",English,1998-06-23,1,Jack +1 (958) 526-7672,False,,61,117487.92,117487.92
236,Jasper,Visser,M,1966-09-21,BSN,470.830.220,jasper.visser@globalcorp.com,+31 6 45151841,1990-02-09,,Active,Internship,1.0,Sales Manager,manager,Sales,,13294.93,EUR,Monthly,24554.75,P5,The Hague,Netherlands,Hybrid,93,5,26,5,MBA,"Java, SAP, Photoshop","Dutch, English, Portuguese",2012-03-13,2,Eva +31 6 57410449,False,,58,184093.91,198821.42
237,Sienna,Clark,F,1975-04-03,NINO,RB 84 73 11 C,sienna.clark@globalcorp.com,+44 7402 299161,2014-10-12,,Active,Internship,1.0,Legal Assistant,junior,Legal,498.0,3371.19,GBP,Monthly,4109.41,P1,Manchester,UK,Hybrid,62,1,26,7,Master,"AutoCAD, Kubernetes, Scrum, Figma",English,2020-07-17,4,Evelyn +44 7917 148830,False,,50,44563.69,56595.89
238,Hailey,Janssen,F,2005-10-24,BSN,484.977.714,hailey.janssen@globalcorp.com,+31 6 36343467,2025-04-30,,Active,Permanent,0.8,Recruiter,mid,HR,422.0,4644.88,EUR,Monthly,5588.97,P2,Nijmegen,Netherlands,Remote,75,3,20,8,Master,"Kotlin, Python, Lean Six Sigma","Dutch, English",,3,Hailey +31 6 37996590,False,,19,61327.53,66233.73
239,Pola,Wilk,F,1987-07-11,PESEL,87071162622,pola.wilk@globalcorp.com,+48 728 123 162,2008-02-02,,Active,Contractor,1.0,Talent Acquisition Specialist,mid,HR,435.0,10805.84,PLN,Monthly,0.0,P2,Warsaw,Poland,Remote,102,3,26,3,Bachelor,"AutoCAD, Figma, Lean Six Sigma","Polish, English, Mandarin",2009-11-25,5,Jakub +48 692 355 205,True,,37,129670.08,32417.52
240,Aleksandra,Borowski,F,1978-09-16,PESEL,78091620616,aleksandra.borowski@globalcorp.com,+48 513 454 753,2012-06-13,,Active,Permanent,1.0,Sales Manager,manager,Sales,,32169.79,PLN,Monthly,51212.11,P5,Lublin,Poland,Hybrid,58,2,26,3,Master,"Power BI, Oracle, Java, Financial Analysis",Polish,2019-04-03,4,Bianka +48 512 183 576,True,,46,437249.59,109312.4
241,Lily,de Vries,F,1974-01-14,BSN,841.122.325,lily.devries@globalcorp.com,+31 6 42891486,2008-08-29,2019-11-26,Terminated,Permanent,1.0,Account Manager,manager,Sales,,14939.08,EUR,Monthly,24421.46,P5,Rotterdam,Netherlands,Remote,85,3,26,20,Master,"Photoshop, Accounting, Jira, Lean Six Sigma, Power BI","Dutch, English",,3,Lotte +31 6 41138807,True,11.24,51,203690.42,219985.65
242,Liv,van den Berg,F,1972-04-20,BSN,925.978.425,liv.vandenberg@globalcorp.com,+31 6 46907753,2000-05-01,,Active,Permanent,0.75,Forklift Operator,junior,Logistics,276.0,4542.5,EUR,Monthly,0.0,P1,Nijmegen,Netherlands,Remote,75,4,26,9,PhD,"Lean Six Sigma, Oracle","Dutch, English",,0,Gijs +31 6 24863663,True,,53,54510.0,58870.8
243,Aleksander,Kowalczyk,M,1979-05-28,PESEL,79052883590,aleksander.kowalczyk@globalcorp.com,+48 600 774 479,2015-02-23,,Active,Permanent,0.8,Finance Manager,manager,Finance,,31449.48,PLN,Monthly,36066.95,P5,Krakow,Poland,On-site,49,2,26,15,Master,"Tableau, Project Management","Polish, English",2019-02-15,0,Andrzej +48 604 214 609,True,,46,413460.71,103365.18
244,Gabrielle,Vincent,F,1978-04-05,INSEE,2 78 04 05 66 735 6,gabrielle.vincent@globalcorp.com,+33 6 37 62 73 40,2021-12-04,,Active,Permanent,1.0,Operations Analyst,mid,Operations,365.0,3856.91,EUR,Monthly,0.0,P2,Paris,France,Hybrid,78,4,20,13,Master,"AWS, Negotiation, Accounting, Scrum",French,2024-06-03,6,Elise +33 6 52 80 53 45,True,,47,46282.92,49985.55
245,Florian,Thomas,M,1982-03-22,INSEE,1 82 03 22 49 387 4,florian.thomas@globalcorp.com,+33 7 81 57 52 92,2006-04-08,,Active,Permanent,0.8,Legal Assistant,junior,Legal,374.0,4363.68,EUR,Monthly,0.0,P1,Toulouse,France,Hybrid,96,3,26,16,Master,"Lean Six Sigma, Project Management, Negotiation, Excel","French, English",2018-07-29,4,Clémence +33 7 52 55 85 86,False,,43,52364.16,56553.29
246,Caleb,Baker,M,1989-07-09,SSN,381-50-8155,caleb.baker@globalcorp.com,+1 (467) 496-9016,2008-06-30,,Active,Permanent,1.0,Payroll Specialist,mid,HR,367.0,11277.79,USD,Monthly,13077.78,P2,Los Angeles,USA,Hybrid,57,2,26,16,Master,"ITIL, PMP",English,,3,Audrey +1 (462) 404-1895,True,,35,148411.26,148411.26
247,Sophie,André,F,1984-03-14,INSEE,2 84 03 14 53 812 2,sophie.andre@globalcorp.com,+33 7 79 98 99 96,2010-07-24,2017-09-23,Terminated,B2B,0.8,Logistics Coordinator,mid,Logistics,394.0,5040.76,EUR,Monthly,3862.6,P2,Montpellier,France,Hybrid,66,3,26,26,Bachelor,"ITIL, SAP, Azure, Kotlin","French, English",2024-01-18,8,Amélie +33 7 09 84 35 80,True,7.17,41,64351.72,69499.86
248,Charlotte,Scott,F,1992-07-17,NINO,AT 59 44 18 C,charlotte.scott@globalcorp.com,+44 7404 201982,2015-03-28,2024-01-16,Terminated,B2B,0.75,Brand Manager,manager,Marketing,,9738.7,GBP,Monthly,4461.4,P5,Glasgow,UK,Hybrid,41,2,26,17,High School,"Azure, Salesforce, Docker, Lean Six Sigma",English,2017-08-23,2,Robert +44 7401 679601,True,8.8,32,121325.8,154083.77
249,Michael,Wolf,M,1981-06-01,Steuer-ID,80 280 549 882,michael.wolf@globalcorp.com,+49 89 3845282,2018-05-19,,Active,Fixed-term,1.0,Forklift Operator,junior,Logistics,461.0,3888.41,EUR,Monthly,0.0,P1,Stuttgart,Germany,Remote,91,4,20,7,Bachelor,"SQL, Kubernetes, AutoCAD, Negotiation","German, English",,1,Daniel +49 179 7648716,False,,44,46660.92,50393.79
250,Daniel,Campbell,M,2001-04-12,NINO,PS 90 93 16 D,daniel.campbell@globalcorp.com,+44 7915 941261,2022-08-13,,Active,Permanent,1.0,Shift Leader,lead,Operations,308.0,7623.59,GBP,Monthly,7404.44,P4,London,UK,Hybrid,56,3,20,5,Master,"Scrum, SAP",English,2024-07-14,3,Jessica +44 7452 561677,True,,24,98887.52,125587.15
251,Irene,Fernández,F,1992-10-04,DNI,10891999G,irene.fernandez@globalcorp.com,+34 646 787869,2011-01-08,2013-10-09,Terminated,B2B,1.0,Compliance Officer,senior,Legal,325.0,6253.29,EUR,Monthly,5907.62,P3,Malaga,Spain,Hybrid,61,1,26,21,High School,"AutoCAD, Jira, Project Management","Spanish, English",2019-04-24,4,Gabriel +34 640 107501,True,2.75,32,80947.1,87422.87
252,Brooklyn,Martin,F,1987-06-08,SSN,195-58-9942,brooklyn.martin@globalcorp.com,+1 (422) 547-9685,2012-04-01,,Active,Permanent,1.0,Operations Supervisor,lead,Operations,308.0,117.63,USD,Hourly,0.0,P4,Chicago,USA,Remote,25,3,26,11,High School,"Power BI, Kotlin",English,2022-08-07,2,Isabella +1 (218) 686-4648,True,,38,237142.08,237142.08
253,Chloe,Taylor,F,1989-04-12,NINO,YP 10 20 10 D,chloe.taylor2@globalcorp.com,+44 7916 283979,2020-09-01,,Active,B2B,1.0,Dispatcher,junior,Logistics,351.0,2496.26,GBP,Monthly,0.0,P1,Belfast,UK,Remote,10,3,20,11,PhD,"React, Power BI",English,,4,Joseph +44 7801 227560,False,,36,29955.12,38043.0
254,Katarzyna,Borowski,F,1979-01-12,PESEL,79011263056,katarzyna.borowski@globalcorp.com,+48 733 549 858,2010-08-08,2018-12-29,Terminated,Fixed-term,1.0,Business Development Manager,manager,Sales,,24576.94,PLN,Monthly,16232.32,P5,Lodz,Poland,Remote,55,3,26,22,Master,"Salesforce, Project Management, React, Java, Kotlin","Polish, English, Arabic, Mandarin",2024-05-17,3,Bianka +48 694 511 425,True,8.39,46,311155.6,77788.9
255,Andrzej,Jankowski,M,1982-03-19,PESEL,82031982748,andrzej.jankowski@globalcorp.com,+48 667 642 245,2014-06-11,,Active,Permanent,1.0,Warehouse Worker,junior,Logistics,461.0,77146.89,PLN,Annual,0.0,P1,Poznan,Poland,Hybrid,81,1,26,6,High School,"SAP, Salesforce, Accounting, ITIL, Oracle","Polish, Portuguese, German",2022-02-09,6,Szymon +48 790 777 105,True,,43,77146.89,19286.72
256,Valentina,Rinaldi,F,1982-08-16,Codice Fiscale,RNLVLN82M56462K,valentina.rinaldi@globalcorp.com,+39 342 7502758,2007-03-14,,Active,Permanent,1.0,Shift Leader,lead,Operations,371.0,6597.99,EUR,Monthly,5536.7,P4,Catania,Italy,On-site,23,1,26,6,Bachelor,"Figma, Tableau, Kubernetes, Project Management","Italian, English, Polish",2019-03-04,3,Luca +39 321 3139460,True,,42,84712.58,91489.59
257,Roos,Bakker,F,1977-11-13,BSN,427.193.370,roos.bakker@globalcorp.com,+31 6 41799804,2005-04-30,,Active,B2B,1.0,Logistics Coordinator,mid,Logistics,394.0,6212.27,EUR,Monthly,5976.96,P2,Utrecht,Netherlands,Hybrid,98,3,26,1,Master,"Negotiation, Figma","Dutch, English, Korean",2018-11-14,4,Jolie +31 6 45113162,True,,47,80524.2,86966.14
258,Rafal,Jaworski,M,1971-02-22,PESEL,71022228312,rafal.jaworski@globalcorp.com,+48 515 723 501,1993-11-15,,Active,Contractor,1.0,Logistics Manager,manager,Logistics,,150.92,PLN,Hourly,0.0,P5,Poznan,Poland,Hybrid,81,4,26,1,Bachelor,"Project Management, AutoCAD, Java, Oracle","Polish, English, German, Italian",2015-06-18,0,Joanna +48 608 528 845,False,,54,304254.72,76063.68
259,Iga,Adamczyk,F,1990-04-01,PESEL,90040145252,iga.adamczyk@globalcorp.com,+48 729 161 414,2009-08-28,,Active,Fixed-term,1.0,IT Manager,manager,IT,,27861.18,PLN,Monthly,28441.23,P5,Warsaw,Poland,Hybrid,102,4,26,16,Master,"Photoshop, AutoCAD, Jira, SAP","Polish, English",,4,Karol +48 606 222 296,True,,35,362775.39,90693.85
260,Jeanne,Garcia,F,1994-03-24,INSEE,2 94 03 24 18 409 2,jeanne.garcia@globalcorp.com,+33 6 78 13 80 98,2012-09-18,,Active,Internship,1.0,Machine Operator,junior,Operations,308.0,3680.19,EUR,Monthly,1222.08,P1,Nantes,France,Remote,70,3,26,13,Master,"Python, SAP, Excel, Jira, Kotlin","French, English",2018-11-07,3,Antoine +33 7 84 52 05 18,False,,31,45384.36,49015.11
261,Emil,Malinowski,M,1988-10-25,PESEL,88102579592,emil.malinowski@globalcorp.com,+48 518 224 721,2018-06-24,,Active,Contractor,0.8,Backend Developer,mid,IT,431.0,7270.01,PLN,Monthly,7063.46,P2,Krakow,Poland,Hybrid,49,3,20,6,Bachelor,"Figma, Negotiation, Financial Analysis, Scrum","Polish, English",2024-09-02,4,Karol +48 721 336 213,True,,36,94303.58,23575.9
